fecha,categoria,producto,region,cantidad,monto
2025-01-21,Juguetes,Auto RC,Cordoba,3,61203.16
2025-09-11,Juguetes,Cartas,CABA,7,26872.57
2025-02-10,Alimentos,Fideos,GBA Norte,5,88592.57
2025-05-08,Juguetes,Pelota,GBA Sur,2,51599.68
2025-01-24,Juguetes,Muñeco,Rosario,2,38817.3
2025-08-26,Juguetes,Auto RC,GBA Sur,2,23682.56
2025-09-15,Electronica,Auriculares,Mendoza,3,59880.47
2025-04-04,Alimentos,Cafe,CABA,5,38046.39
2025-06-10,Juguetes,Pelota,Mendoza,5,41045.36
2025-06-24,Indumentaria,Pantalon,GBA Norte,5,7961.63
2025-12-11,Electronica,Teclado,Rosario,7,2594.45
2025-03-01,Electronica,Cargador,Mendoza,7,43463.67
2025-12-03,Juguetes,Pelota,GBA Sur,6,56046.44
2025-12-20,Alimentos,Fideos,CABA,1,12132.96
2025-04-08,Electronica,Auriculares,Mendoza,1,87376.31
2025-04-18,Alimentos,Aceite,Mendoza,4,22518.44
2025-02-14,Hogar,Toalla,GBA Norte,1,43185.03
2025-03-01,Indumentaria,Pantalon,Mendoza,8,63531.23
2025-08-30,Electronica,Teclado,Rosario,5,22594.04
2025-10-19,Alimentos,Cafe,GBA Sur,7,1700.81
2025-08-01,Alimentos,Galletitas,Rosario,5,66065.99
2025-01-19,Alimentos,Yerba,Cordoba,8,46688.66
2025-04-29,Electronica,Parlante,CABA,6,38558.4
2025-10-11,Electronica,Mouse,Mendoza,8,38125.23
2025-03-01,Alimentos,Galletitas,Mendoza,7,31862.01
2025-01-11,Indumentaria,Campera,Mendoza,6,18105.92
2025-08-13,Indumentaria,Medias,GBA Norte,6,53301.63
2025-11-05,Alimentos,Aceite,GBA Sur,7,65346.56
2025-08-02,Hogar,Toalla,GBA Norte,5,56343.97
2025-12-20,Electronica,Teclado,GBA Norte,3,16422.91
2025-11-07,Alimentos,Cafe,Cordoba,8,84931.87
2025-06-05,Indumentaria,Pantalon,Rosario,1,5187.39
2025-07-03,Hogar,Almohada,Mendoza,1,15115.89
2025-02-02,Hogar,Toalla,CABA,2,55963.1
2025-10-15,Indumentaria,Zapatillas,GBA Sur,6,89435.99
2025-01-24,Juguetes,Auto RC,GBA Norte,2,76953.33
2025-12-28,Electronica,Teclado,Cordoba,2,86675.59
2025-02-24,Juguetes,Cartas,CABA,1,74301.31
2025-09-17,Electronica,Cargador,Mendoza,4,11507.28
2025-07-05,Indumentaria,Campera,Mendoza,8,40295.09
2025-02-20,Indumentaria,Campera,GBA Sur,2,73905.31
2025-04-14,Alimentos,Yerba,CABA,8,22833.13
2025-06-24,Hogar,Vela,GBA Norte,6,8585.81
2025-08-01,Hogar,Lampara,GBA Norte,7,68035.36
2025-04-27,Indumentaria,Zapatillas,Cordoba,8,82703.79
2025-09-22,Hogar,Sarten,Cordoba,1,13957.0
2025-09-22,Electronica,Auriculares,GBA Sur,3,29017.61
2025-08-11,Electronica,Teclado,CABA,3,59755.68
2025-10-22,Electronica,Parlante,GBA Sur,5,38318.17
2025-06-10,Hogar,Sarten,GBA Sur,3,81118.56
2025-12-25,Alimentos,Yerba,Mendoza,8,19256.89
2025-12-24,Hogar,Toalla,GBA Norte,2,79406.75
2025-01-19,Juguetes,Auto RC,Cordoba,3,65533.78
2025-09-24,Juguetes,Auto RC,GBA Norte,5,9260.94
2025-09-24,Hogar,Lampara,CABA,5,3482.32
2025-05-04,Hogar,Toalla,Rosario,1,10829.33
2025-07-10,Hogar,Vela,GBA Sur,2,12019.36
2025-08-18,Hogar,Vela,Mendoza,6,1463.99
2025-05-01,Juguetes,Cartas,Mendoza,4,80596.16
2025-06-29,Hogar,Almohada,Mendoza,3,70846.24
2025-07-13,Juguetes,Rompecabezas,CABA,4,30178.38
2025-07-04,Alimentos,Cafe,GBA Norte,7,64336.0
2025-02-11,Electronica,Auriculares,Cordoba,8,80077.33
2025-04-20,Alimentos,Cafe,GBA Sur,7,61237.2
2025-10-29,Juguetes,Cartas,Cordoba,8,78609.32
2025-11-22,Alimentos,Yerba,Mendoza,8,83862.17
2025-08-02,Indumentaria,Pantalon,Rosario,8,12314.03
2025-03-08,Juguetes,Cartas,CABA,8,62807.89
2025-08-31,Electronica,Cargador,Rosario,2,33870.55
2025-11-05,Alimentos,Cafe,CABA,5,33893.15
2025-01-21,Juguetes,Rompecabezas,CABA,6,34060.59
2025-06-05,Hogar,Toalla,CABA,3,71417.13
2025-10-29,Alimentos,Cafe,GBA Sur,4,80126.09
2025-04-04,Alimentos,Cafe,CABA,2,49730.82
2025-01-23,Alimentos,Yerba,Rosario,8,28563.47
2025-06-22,Alimentos,Yerba,Mendoza,3,75197.83
2025-03-12,Juguetes,Pelota,Cordoba,3,60382.65
2025-06-16,Electronica,Parlante,Mendoza,7,56499.46
2025-04-30,Alimentos,Fideos,Rosario,8,5077.95
2025-05-23,Electronica,Cargador,Mendoza,5,3207.56
2025-10-15,Electronica,Parlante,CABA,1,18125.98
2025-10-19,Juguetes,Rompecabezas,Cordoba,1,45734.85
2025-03-03,Juguetes,Rompecabezas,CABA,4,25471.66
2025-05-06,Juguetes,Pelota,CABA,6,72815.97
2025-07-25,Juguetes,Muñeco,Cordoba,1,77715.72
2025-06-24,Alimentos,Aceite,Cordoba,6,3141.07
2025-07-15,Hogar,Sarten,CABA,3,88200.96
2025-05-27,Indumentaria,Pantalon,GBA Sur,3,69379.12
2025-06-07,Alimentos,Aceite,CABA,6,55688.31
2025-04-03,Electronica,Auriculares,GBA Sur,6,35704.63
2025-03-14,Alimentos,Fideos,GBA Sur,2,34420.67
2025-01-27,Indumentaria,Pantalon,Rosario,8,53156.59
2025-09-18,Juguetes,Pelota,CABA,6,24966.59
2025-08-26,Juguetes,Pelota,CABA,7,44091.26
2025-11-21,Indumentaria,Remera,GBA Sur,2,50312.7
2025-05-07,Juguetes,Rompecabezas,GBA Sur,8,51573.86
2025-02-12,Juguetes,Rompecabezas,GBA Norte,3,34224.16
2025-05-06,Juguetes,Pelota,Rosario,1,41205.04
2025-08-26,Juguetes,Auto RC,Mendoza,1,87515.28
2025-01-31,Alimentos,Fideos,Rosario,7,23329.12
2025-06-29,Indumentaria,Medias,Rosario,3,26036.7
2025-10-01,Juguetes,Muñeco,GBA Sur,2,8984.64
2025-03-13,Juguetes,Auto RC,Cordoba,6,19765.67
2025-12-16,Hogar,Almohada,Mendoza,4,41291.91
2025-12-06,Hogar,Almohada,GBA Norte,6,41922.14
2025-01-09,Indumentaria,Remera,Rosario,1,43411.08
2025-12-11,Indumentaria,Zapatillas,Rosario,8,80678.87
2025-07-21,Juguetes,Muñeco,Mendoza,1,58962.72
2025-12-10,Alimentos,Cafe,GBA Sur,7,87511.47
2025-11-04,Hogar,Toalla,GBA Norte,1,75683.98
2025-03-05,Alimentos,Fideos,GBA Norte,4,40567.41
2025-01-11,Hogar,Almohada,GBA Norte,5,9007.02
2025-04-24,Indumentaria,Zapatillas,GBA Sur,8,4274.85
2025-12-27,Juguetes,Rompecabezas,CABA,7,18451.72
2025-02-26,Hogar,Vela,Rosario,4,44967.01
2025-12-04,Juguetes,Cartas,Rosario,3,16622.07
2025-02-03,Indumentaria,Campera,Rosario,5,77137.63
2025-04-09,Electronica,Parlante,Rosario,8,23509.98
2025-01-02,Alimentos,Cafe,GBA Sur,7,39496.79
2025-05-21,Electronica,Parlante,Cordoba,1,45106.15
2025-04-25,Electronica,Mouse,Cordoba,6,48384.52
2025-01-03,Alimentos,Aceite,GBA Sur,1,8280.99
2025-04-26,Alimentos,Cafe,GBA Norte,6,18522.04
2025-06-09,Electronica,Auriculares,CABA,1,43717.01
2025-10-31,Hogar,Almohada,GBA Norte,4,10597.82
2025-06-24,Electronica,Mouse,Rosario,2,71675.89
2025-11-04,Juguetes,Pelota,CABA,2,56656.04
2025-02-13,Electronica,Auriculares,Cordoba,2,28881.87
2025-03-07,Electronica,Teclado,CABA,7,27830.93
2025-02-03,Electronica,Auriculares,Rosario,7,5646.08
2025-07-25,Electronica,Parlante,Cordoba,1,21746.97
2025-08-21,Alimentos,Yerba,Cordoba,2,79314.5
2025-06-23,Electronica,Teclado,Rosario,4,30209.24
2025-02-25,Electronica,Auriculares,Rosario,4,64483.65
2025-10-21,Indumentaria,Medias,GBA Sur,8,32629.82
2025-11-14,Alimentos,Aceite,GBA Norte,1,13252.87
2025-01-31,Indumentaria,Campera,Rosario,6,39790.48
2025-06-09,Juguetes,Cartas,GBA Norte,5,14119.41
2025-11-05,Hogar,Almohada,GBA Sur,3,87354.12
2025-01-30,Indumentaria,Medias,Rosario,7,77424.5
2025-06-26,Indumentaria,Pantalon,Mendoza,2,81856.52
2025-06-24,Indumentaria,Zapatillas,Mendoza,8,62573.85
2025-11-04,Hogar,Vela,Rosario,5,86712.78
2025-08-03,Hogar,Lampara,CABA,1,41432.89
2025-09-11,Indumentaria,Remera,Mendoza,4,20849.23
2025-08-27,Juguetes,Rompecabezas,GBA Norte,6,43786.41
2025-07-12,Indumentaria,Zapatillas,GBA Norte,1,74521.5
2025-07-05,Electronica,Auriculares,GBA Sur,2,3671.57
2025-03-14,Hogar,Toalla,GBA Norte,6,57188.78
2025-01-23,Electronica,Cargador,GBA Norte,4,26284.98
2025-05-15,Indumentaria,Campera,Rosario,4,22890.82
2025-01-12,Indumentaria,Campera,CABA,3,2868.44
2025-07-14,Electronica,Mouse,GBA Norte,4,28151.44
2025-07-09,Hogar,Lampara,Rosario,7,87962.06
2025-12-31,Electronica,Auriculares,GBA Norte,3,79562.36
2025-04-08,Indumentaria,Medias,Cordoba,6,62797.5
2025-11-03,Alimentos,Aceite,CABA,4,68914.33
2025-10-02,Hogar,Lampara,GBA Sur,5,22998.28
2025-03-06,Juguetes,Cartas,Cordoba,2,19622.14
2025-08-29,Juguetes,Muñeco,GBA Norte,6,46266.63
2025-09-13,Juguetes,Pelota,GBA Norte,6,29642.26
2025-09-27,Alimentos,Yerba,Cordoba,7,24881.86
2025-11-23,Juguetes,Muñeco,GBA Norte,4,20537.84
2025-08-20,Indumentaria,Zapatillas,GBA Norte,7,28233.91
2025-10-20,Indumentaria,Campera,GBA Sur,3,49999.13
2025-02-13,Hogar,Toalla,Rosario,1,32290.17
2025-08-27,Juguetes,Cartas,GBA Sur,8,38923.11
2025-08-10,Alimentos,Fideos,Cordoba,7,29214.82
2025-01-13,Indumentaria,Zapatillas,GBA Norte,2,24640.61
2025-07-03,Electronica,Mouse,Rosario,2,46638.4
2025-05-22,Indumentaria,Remera,CABA,1,7350.03
2025-10-07,Indumentaria,Campera,GBA Norte,5,61084.55
2025-06-04,Hogar,Lampara,Mendoza,3,54759.03
2025-10-06,Hogar,Sarten,GBA Sur,6,26084.23
2025-07-26,Alimentos,Galletitas,Mendoza,3,2058.27
2025-07-23,Indumentaria,Pantalon,Mendoza,8,67673.2
2025-04-30,Juguetes,Cartas,Rosario,8,68428.3
2025-06-24,Electronica,Mouse,GBA Norte,7,39162.57
2025-04-18,Alimentos,Yerba,Rosario,3,3679.26
2025-10-23,Indumentaria,Campera,Mendoza,6,1861.62
2025-06-23,Indumentaria,Zapatillas,Cordoba,7,62032.89
2025-12-20,Juguetes,Auto RC,GBA Sur,1,53239.0
2025-03-13,Indumentaria,Campera,Rosario,7,57055.7
2025-07-15,Indumentaria,Zapatillas,CABA,4,48569.66
2025-09-01,Electronica,Mouse,Rosario,5,86612.5
2025-02-17,Indumentaria,Remera,Mendoza,1,50208.7
2025-12-19,Juguetes,Pelota,CABA,2,17615.6
2025-07-17,Hogar,Lampara,GBA Norte,2,26908.39
2025-08-21,Electronica,Mouse,Rosario,6,1983.19
2025-07-30,Alimentos,Aceite,CABA,7,12493.25
2025-09-02,Electronica,Teclado,GBA Norte,4,12563.97
2025-06-08,Alimentos,Yerba,GBA Norte,5,54730.14
2025-10-28,Indumentaria,Medias,Mendoza,5,61950.4
2025-04-14,Electronica,Cargador,Cordoba,7,6693.33
2025-11-06,Indumentaria,Medias,GBA Sur,8,82016.93
2025-08-24,Alimentos,Galletitas,CABA,5,66618.87
2025-11-27,Alimentos,Fideos,Mendoza,5,75994.91
2025-07-20,Juguetes,Rompecabezas,Cordoba,7,23173.0
2025-08-23,Alimentos,Aceite,Mendoza,7,51606.76
2025-12-24,Electronica,Cargador,GBA Norte,5,25366.09
2025-12-08,Electronica,Cargador,Cordoba,2,37603.76
2025-07-08,Electronica,Auriculares,Rosario,6,69221.98
2025-07-29,Alimentos,Aceite,GBA Sur,1,19456.12
2025-08-25,Electronica,Auriculares,Mendoza,8,62809.23
2025-07-15,Hogar,Toalla,GBA Norte,1,36304.02
2025-05-09,Electronica,Cargador,GBA Sur,8,60656.31
2025-09-06,Alimentos,Cafe,CABA,4,49810.14
2025-08-13,Indumentaria,Zapatillas,GBA Sur,3,75899.07
2025-01-10,Juguetes,Muñeco,GBA Norte,7,27178.87
2025-03-28,Electronica,Auriculares,Mendoza,8,25319.45
2025-07-03,Indumentaria,Pantalon,Mendoza,4,4065.59
2025-08-15,Electronica,Parlante,Mendoza,2,59966.05
2025-07-19,Hogar,Toalla,CABA,1,54240.28
2025-07-13,Indumentaria,Pantalon,GBA Sur,4,81879.32
2025-02-16,Electronica,Teclado,CABA,6,89046.87
2025-04-09,Electronica,Cargador,CABA,3,71926.25
2025-03-27,Electronica,Teclado,Rosario,6,10583.86
2025-06-15,Juguetes,Rompecabezas,Rosario,7,19433.62
2025-08-08,Electronica,Cargador,GBA Norte,6,10423.79
2025-03-30,Electronica,Teclado,Mendoza,7,29145.38
2025-04-19,Alimentos,Aceite,CABA,5,59558.59
2025-11-29,Juguetes,Auto RC,CABA,4,6992.48
2025-07-30,Hogar,Vela,Cordoba,2,88496.12
2025-12-31,Juguetes,Cartas,GBA Norte,2,23422.67
2025-11-04,Hogar,Toalla,Mendoza,3,83285.25
2025-06-20,Indumentaria,Campera,Mendoza,6,43909.6
2025-01-10,Juguetes,Cartas,Cordoba,4,35031.05
2025-09-15,Juguetes,Muñeco,GBA Norte,2,2887.99
2025-06-08,Indumentaria,Zapatillas,GBA Norte,1,56159.19
2025-03-12,Hogar,Toalla,GBA Sur,7,18979.05
2025-04-15,Electronica,Cargador,Mendoza,8,54228.69
2025-06-18,Indumentaria,Campera,GBA Sur,1,58280.58
2025-09-24,Alimentos,Fideos,CABA,6,21381.89
2025-06-25,Indumentaria,Pantalon,Rosario,4,5812.58
2025-12-18,Indumentaria,Medias,Cordoba,3,47411.0
2025-08-15,Electronica,Auriculares,Cordoba,4,7228.66
2025-01-27,Indumentaria,Pantalon,GBA Norte,4,9166.59
2025-05-01,Juguetes,Muñeco,Cordoba,5,65524.03
2025-03-26,Indumentaria,Pantalon,Cordoba,4,16702.76
2025-06-05,Hogar,Vela,Cordoba,4,87127.6
2025-05-20,Alimentos,Cafe,GBA Sur,3,36443.76
2025-08-30,Alimentos,Yerba,Rosario,7,55236.09
2025-03-21,Alimentos,Cafe,Cordoba,2,39038.36
2025-06-03,Juguetes,Cartas,GBA Norte,3,50203.84
2025-05-12,Alimentos,Yerba,GBA Sur,7,41370.68
2025-10-15,Juguetes,Pelota,CABA,8,30657.84
2025-04-11,Indumentaria,Pantalon,CABA,6,2142.25
2025-09-09,Alimentos,Yerba,Cordoba,6,87373.84
2025-07-16,Alimentos,Fideos,Mendoza,2,88889.46
2025-07-29,Electronica,Auriculares,Cordoba,3,83959.53
2025-04-10,Alimentos,Fideos,Mendoza,8,32023.5
2025-11-22,Hogar,Sarten,Mendoza,7,35294.65
2025-05-07,Indumentaria,Zapatillas,CABA,6,83010.7
2025-11-20,Electronica,Cargador,GBA Sur,3,54883.77
2025-05-11,Indumentaria,Medias,Rosario,3,85708.26
2025-01-07,Electronica,Auriculares,Mendoza,7,64333.24
2025-07-23,Juguetes,Muñeco,Rosario,7,81985.47
2025-03-26,Alimentos,Fideos,Mendoza,7,27897.54
2025-10-28,Hogar,Toalla,Mendoza,2,78378.2
2025-11-22,Juguetes,Auto RC,GBA Norte,4,24942.9
2025-07-23,Hogar,Sarten,GBA Norte,1,73658.65
2025-02-19,Electronica,Teclado,Rosario,5,38098.97
2025-08-09,Indumentaria,Pantalon,GBA Sur,3,17589.6
2025-04-12,Alimentos,Aceite,Rosario,8,85415.01
2025-10-18,Indumentaria,Pantalon,GBA Norte,3,6249.4
2025-04-09,Hogar,Toalla,Cordoba,2,56788.53
2025-11-22,Indumentaria,Remera,GBA Sur,2,8627.93
2025-05-22,Electronica,Mouse,CABA,8,53122.53
2025-09-06,Electronica,Auriculares,CABA,1,24681.19
2025-12-07,Juguetes,Muñeco,CABA,1,19785.08
2025-07-12,Juguetes,Cartas,GBA Sur,8,83959.43
2025-06-22,Juguetes,Pelota,GBA Sur,6,33999.88
2025-06-11,Indumentaria,Campera,Mendoza,1,36463.95
2025-07-02,Hogar,Sarten,CABA,7,41665.81
2025-03-13,Electronica,Parlante,CABA,5,78341.47
2025-12-25,Indumentaria,Campera,Cordoba,8,56033.3
2025-09-21,Alimentos,Aceite,CABA,6,88770.15
2025-01-09,Hogar,Sarten,Mendoza,8,29971.74
2025-04-30,Juguetes,Pelota,Cordoba,2,66789.21
2025-06-28,Alimentos,Yerba,Mendoza,2,77281.9
2025-07-17,Hogar,Vela,GBA Norte,1,64362.84
2025-03-07,Alimentos,Cafe,GBA Sur,8,75079.52
2025-03-28,Alimentos,Cafe,Cordoba,4,59975.15
2025-05-05,Indumentaria,Pantalon,Mendoza,2,63291.9
2025-08-11,Electronica,Cargador,GBA Sur,5,81335.72
2025-04-23,Hogar,Toalla,Mendoza,3,11955.73
2025-10-01,Alimentos,Cafe,Mendoza,4,30619.3
2025-10-22,Juguetes,Muñeco,Mendoza,7,31547.09
2025-12-01,Juguetes,Pelota,GBA Norte,2,20896.02
2025-05-29,Electronica,Auriculares,CABA,4,31281.17
2025-03-01,Juguetes,Auto RC,GBA Norte,7,76946.4
2025-10-23,Electronica,Mouse,CABA,4,53515.32
2025-07-18,Alimentos,Fideos,GBA Sur,3,71979.11
2025-09-24,Juguetes,Cartas,GBA Norte,1,10486.15
2025-10-03,Alimentos,Fideos,GBA Norte,5,73637.17
2025-04-23,Alimentos,Yerba,GBA Norte,3,54530.42
2025-12-07,Electronica,Parlante,GBA Sur,2,28491.34
2025-05-21,Juguetes,Pelota,Mendoza,8,74753.17
2025-05-30,Alimentos,Cafe,GBA Sur,4,14590.5
2025-04-26,Electronica,Cargador,Cordoba,5,65738.2
2025-12-04,Indumentaria,Remera,Rosario,7,35913.42
2025-12-14,Alimentos,Fideos,Cordoba,5,35804.62
2025-05-25,Indumentaria,Medias,Cordoba,6,9661.44
2025-10-25,Electronica,Mouse,Cordoba,3,59262.42
2025-08-15,Alimentos,Fideos,GBA Norte,4,19669.2
2025-11-30,Electronica,Mouse,Mendoza,2,77196.58
2025-12-14,Indumentaria,Zapatillas,Cordoba,3,61470.63
2025-01-29,Electronica,Mouse,Cordoba,1,16987.33
2025-03-02,Juguetes,Auto RC,Rosario,3,39610.11
2025-11-18,Alimentos,Aceite,CABA,7,11573.43
2025-09-08,Hogar,Vela,GBA Norte,7,59098.93
2025-12-21,Electronica,Teclado,Mendoza,8,35006.98
2025-07-08,Electronica,Auriculares,CABA,8,8354.69
2025-11-25,Juguetes,Rompecabezas,CABA,8,53229.69
2025-05-21,Electronica,Parlante,GBA Norte,7,35172.43
2025-06-02,Juguetes,Rompecabezas,CABA,3,29945.38
2025-07-27,Electronica,Teclado,Rosario,8,73754.19
2025-02-02,Juguetes,Cartas,Rosario,2,64523.67
2025-04-17,Electronica,Cargador,Rosario,1,62874.21
2025-10-12,Alimentos,Fideos,CABA,4,4483.74
2025-12-01,Indumentaria,Remera,Rosario,1,23851.68
2025-02-13,Electronica,Parlante,GBA Sur,3,33356.81
2025-08-05,Electronica,Cargador,GBA Sur,5,5108.8
2025-12-04,Juguetes,Pelota,GBA Norte,6,52359.36
2025-09-25,Hogar,Vela,Rosario,2,46442.54
2025-12-06,Electronica,Cargador,CABA,5,17738.55
2025-04-21,Indumentaria,Medias,Rosario,6,20227.56
2025-05-23,Indumentaria,Medias,Cordoba,5,7618.01
2025-05-14,Alimentos,Aceite,Cordoba,5,41590.03
2025-12-13,Alimentos,Aceite,Rosario,5,19134.9
2025-11-21,Indumentaria,Campera,Rosario,3,59501.31
2025-08-03,Indumentaria,Campera,Cordoba,4,34725.83
2025-02-09,Hogar,Sarten,Rosario,7,10789.12
2025-02-03,Hogar,Sarten,GBA Sur,5,81922.84
2025-03-16,Indumentaria,Campera,CABA,4,9717.27
2025-07-13,Electronica,Auriculares,GBA Norte,5,47856.33
2025-10-29,Alimentos,Cafe,Rosario,5,32052.12
2025-10-10,Hogar,Vela,CABA,3,80794.75
2025-06-12,Alimentos,Aceite,GBA Sur,7,72741.56
2025-09-02,Juguetes,Rompecabezas,GBA Sur,3,1845.27
2025-12-03,Indumentaria,Pantalon,Cordoba,5,51512.91
2025-01-28,Hogar,Lampara,Mendoza,8,55174.57
2025-04-04,Alimentos,Fideos,Cordoba,5,45698.4
2025-08-08,Juguetes,Rompecabezas,GBA Sur,2,57571.54
2025-06-06,Alimentos,Fideos,CABA,2,57486.22
2025-05-03,Electronica,Cargador,Rosario,5,6109.63
2025-10-11,Alimentos,Cafe,Cordoba,3,61255.94
2025-09-03,Alimentos,Galletitas,Mendoza,2,89817.94
2025-07-27,Electronica,Parlante,GBA Norte,1,82068.89
2025-08-06,Juguetes,Auto RC,GBA Norte,1,89485.75
2025-11-07,Alimentos,Aceite,Mendoza,4,83786.5
2025-03-31,Electronica,Mouse,GBA Norte,1,46717.92
2025-08-05,Alimentos,Yerba,GBA Norte,2,34222.25
2025-06-23,Indumentaria,Medias,CABA,8,26815.76
2025-05-31,Hogar,Lampara,CABA,7,66684.29
2025-04-22,Hogar,Vela,CABA,8,84251.88
2025-01-30,Hogar,Sarten,Rosario,5,41971.49
2025-07-01,Electronica,Auriculares,GBA Sur,3,80227.47
2025-07-25,Hogar,Sarten,CABA,4,39341.54
2025-02-13,Juguetes,Cartas,GBA Norte,8,37554.0
2025-01-04,Indumentaria,Campera,GBA Norte,6,42892.18
2025-06-03,Hogar,Toalla,GBA Norte,5,48742.04
2025-02-25,Alimentos,Yerba,GBA Norte,7,13448.82
2025-01-03,Hogar,Lampara,CABA,1,17871.47
2025-03-10,Alimentos,Yerba,Mendoza,1,30478.0
2025-03-24,Indumentaria,Zapatillas,Mendoza,2,88480.65
2025-08-04,Alimentos,Galletitas,Cordoba,3,72183.99
2025-06-16,Alimentos,Galletitas,Mendoza,7,83196.95
2025-03-09,Electronica,Auriculares,CABA,6,12225.0
2025-09-14,Electronica,Cargador,CABA,6,61369.62
2025-08-08,Juguetes,Muñeco,Cordoba,5,43737.18
2025-09-06,Electronica,Teclado,GBA Norte,3,55967.57
2025-05-08,Hogar,Sarten,GBA Sur,4,89488.88
2025-12-08,Alimentos,Aceite,Cordoba,2,63875.02
2025-12-25,Juguetes,Cartas,GBA Norte,3,17791.54
2025-04-28,Electronica,Cargador,Cordoba,4,4414.61
2025-03-16,Alimentos,Cafe,Rosario,1,18768.27
2025-07-14,Alimentos,Galletitas,GBA Sur,4,63314.14
2025-04-24,Hogar,Toalla,Cordoba,7,6460.13
2025-11-26,Electronica,Mouse,CABA,5,24962.9
2025-06-29,Alimentos,Aceite,GBA Sur,3,80664.45
2025-01-21,Electronica,Auriculares,Mendoza,4,67283.17
2025-05-27,Alimentos,Fideos,Rosario,3,9967.79
2025-05-10,Alimentos,Fideos,GBA Sur,2,28087.75
2025-12-09,Electronica,Parlante,GBA Norte,6,30477.84
2025-10-29,Juguetes,Cartas,GBA Sur,5,22204.45
2025-04-18,Juguetes,Pelota,CABA,3,79960.25
2025-11-19,Juguetes,Muñeco,CABA,4,53203.97
2025-04-09,Alimentos,Cafe,CABA,6,84821.8
2025-06-04,Alimentos,Aceite,Rosario,1,65148.48
2025-03-07,Indumentaria,Zapatillas,Rosario,6,64332.68
2025-07-07,Alimentos,Cafe,Cordoba,7,7026.06
2025-09-26,Juguetes,Muñeco,GBA Norte,3,54324.68
2025-05-29,Electronica,Parlante,CABA,4,71700.74
2025-07-23,Alimentos,Galletitas,Rosario,3,87466.92
2025-08-13,Juguetes,Pelota,Rosario,7,70364.12
2025-11-07,Hogar,Lampara,GBA Norte,4,1320.45
2025-10-31,Electronica,Parlante,Cordoba,5,45839.78
2025-06-05,Indumentaria,Campera,Mendoza,2,24897.8
2025-03-29,Indumentaria,Remera,Rosario,1,22201.29
2025-11-24,Indumentaria,Campera,GBA Norte,1,25068.7
2025-11-25,Indumentaria,Pantalon,Rosario,6,11340.45
2025-11-20,Juguetes,Auto RC,GBA Sur,5,8408.91
2025-03-10,Alimentos,Galletitas,GBA Sur,1,29892.53
2025-11-17,Electronica,Mouse,GBA Norte,5,66012.42
2025-04-01,Hogar,Sarten,Rosario,2,59501.27
2025-12-19,Alimentos,Fideos,Mendoza,4,57453.19
2025-08-15,Indumentaria,Campera,GBA Sur,7,19148.76
2025-03-21,Alimentos,Aceite,Mendoza,6,65639.47
2025-03-17,Alimentos,Cafe,Cordoba,3,17154.71
2025-04-01,Indumentaria,Medias,Cordoba,3,84958.6
2025-11-28,Hogar,Sarten,GBA Sur,3,15499.76
2025-07-21,Juguetes,Rompecabezas,CABA,7,13773.49
2025-05-06,Alimentos,Yerba,CABA,3,65463.32
2025-01-07,Juguetes,Muñeco,Cordoba,2,35175.16
2025-01-07,Electronica,Cargador,GBA Norte,5,69540.47
2025-03-15,Juguetes,Muñeco,CABA,2,86227.97
2025-10-05,Hogar,Sarten,GBA Norte,8,13391.48
2025-03-25,Hogar,Almohada,Cordoba,1,14751.69
2025-10-06,Hogar,Vela,CABA,1,2887.5
2025-02-22,Juguetes,Auto RC,CABA,7,46527.28
2025-03-14,Electronica,Cargador,CABA,7,21174.09
2025-03-17,Hogar,Almohada,GBA Norte,7,83030.49
2025-12-18,Electronica,Teclado,GBA Norte,4,89178.36
2025-02-22,Hogar,Almohada,CABA,2,55797.01
2025-07-04,Electronica,Auriculares,Rosario,7,14448.16
2025-09-29,Hogar,Vela,GBA Norte,3,61469.56
2025-12-08,Hogar,Vela,GBA Sur,2,32006.33
2025-05-19,Alimentos,Fideos,GBA Sur,2,73154.03
2025-01-02,Indumentaria,Pantalon,GBA Sur,8,14152.44
2025-09-02,Electronica,Auriculares,Rosario,5,39043.33
2025-03-16,Electronica,Mouse,GBA Norte,7,17186.64
2025-06-30,Hogar,Toalla,Cordoba,7,43834.68
2025-11-05,Hogar,Lampara,Mendoza,7,83022.84
2025-08-03,Juguetes,Pelota,Rosario,4,48505.59
2025-07-16,Electronica,Parlante,Mendoza,4,38543.83
2025-12-26,Electronica,Cargador,GBA Sur,1,1255.08
2025-07-05,Juguetes,Pelota,GBA Norte,1,82960.46
2025-06-28,Hogar,Lampara,GBA Sur,7,41974.57
2025-05-05,Indumentaria,Pantalon,CABA,2,67482.59
2025-12-23,Indumentaria,Zapatillas,Mendoza,7,3344.87
2025-07-10,Electronica,Auriculares,Mendoza,8,52763.03
2025-11-01,Indumentaria,Remera,GBA Norte,2,33506.74
2025-05-06,Electronica,Auriculares,Rosario,7,74965.05
2025-03-18,Indumentaria,Zapatillas,Mendoza,5,13470.0
2025-08-29,Alimentos,Fideos,Cordoba,1,70544.32
2025-05-27,Electronica,Cargador,CABA,1,79422.99
2025-11-06,Indumentaria,Medias,GBA Norte,7,1967.21
2025-12-15,Alimentos,Galletitas,Mendoza,5,74827.12
2025-12-30,Indumentaria,Zapatillas,GBA Norte,2,25192.66
2025-09-25,Alimentos,Aceite,Mendoza,1,19855.92
2025-04-23,Alimentos,Aceite,Mendoza,2,87862.88
